movieId,title,genres,imdb_url
45,To Die For (1995),Comedy|Drama|Thriller,https://www.imdb.com/title/tt0114681/
46,How to Make an American Quilt (1995),Drama|Romance,https://www.imdb.com/title/tt0113347/
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,https://www.imdb.com/title/tt0114369/
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,https://www.imdb.com/title/tt0114148/
49,When Night Is Falling (1995),Drama|Romance,https://www.imdb.com/title/tt0114916/
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,https://www.imdb.com/title/tt0114814/
51,Guardian Angel (1994),Action|Drama|Thriller,https://www.imdb.com/title/tt0109950/
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,https://www.imdb.com/title/tt0113819/
53,Lamerica (1994),Adventure|Drama,https://www.imdb.com/title/tt0110299/
54,"Big Green, The (1995)",Children|Comedy,https://www.imdb.com/title/tt0112499/
55,Georgia (1995),Drama,https://www.imdb.com/title/tt0113158/
56,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy,https://www.imdb.com/title/tt0113541/
57,Home for the Holidays (1995),Drama,https://www.imdb.com/title/tt0113321/
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,https://www.imdb.com/title/tt0110877/
59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,https://www.imdb.com/title/tt0112714/
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,https://www.imdb.com/title/tt0113419/
61,Eye for an Eye (1996),Drama|Thriller,https://www.imdb.com/title/tt0116260/
62,Mr. Holland's Opus (1995),Drama,https://www.imdb.com/title/tt0113862/
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,https://www.imdb.com/title/tt0116126/
64,Two if by Sea (1996),Comedy|Romance,https://www.imdb.com/title/tt0118002/
65,Bio-Dome (1996),Comedy,https://www.imdb.com/title/tt0115683/
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,https://www.imdb.com/title/tt0116839/
67,Two Bits (1995),Drama,https://www.imdb.com/title/tt0114753/
68,French Twist (Gazon maudit) (1995),Comedy|Romance,https://www.imdb.com/title/tt0113149/
69,Friday (1995),Comedy,https://www.imdb.com/title/tt0113118/
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,https://www.imdb.com/title/tt0116367/
71,Fair Game (1995),Action,https://www.imdb.com/title/tt0113010/
72,Kicking and Screaming (1995),Comedy|Drama,https://www.imdb.com/title/tt0113537/
73,"Misérables, Les (1995)",Drama|War,https://www.imdb.com/title/tt0113828/
74,Bed of Roses (1996),Drama|Romance,https://www.imdb.com/title/tt0115644/
75,Big Bully (1996),Comedy|Drama,https://www.imdb.com/title/tt0115676/
76,Screamers (1995),Action|Sci-Fi|Thriller,https://www.imdb.com/title/tt0114367/
77,Nico Icon (1995),Documentary,https://www.imdb.com/title/tt0113973/
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,https://www.imdb.com/title/tt0112744/
79,"Juror, The (1996)",Drama|Thriller,https://www.imdb.com/title/tt0116731/
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,https://www.imdb.com/title/tt0112445/
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,https://www.imdb.com/title/tt0114660/
82,Antonia's Line (Antonia) (1995),Comedy|Drama,https://www.imdb.com/title/tt0112379/
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,https://www.imdb.com/title/tt0114039/
84,Last Summer in the Hamptons (1995),Comedy|Drama,https://www.imdb.com/title/tt0113612/
85,Angels and Insects (1995),Drama|Romance,https://www.imdb.com/title/tt0112365/
86,White Squall (1996),Action|Adventure|Drama,https://www.imdb.com/title/tt0118158/
87,Dunston Checks In (1996),Children|Comedy,https://www.imdb.com/title/tt0116151/
88,Black Sheep (1996),Comedy,https://www.imdb.com/title/tt0115697/
89,Nick of Time (1995),Action|Thriller,https://www.imdb.com/title/tt0113972/
90,The Journey of August King (1995),Drama,https://www.imdb.com/title/tt0113490/
92,Mary Reilly (1996),Drama|Horror|Thriller,https://www.imdb.com/title/tt0117002/
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,https://www.imdb.com/title/tt0114825/
94,Beautiful Girls (1996),Comedy|Drama|Romance,https://www.imdb.com/title/tt0115639/
95,Broken Arrow (1996),Action|Adventure|Thriller,https://www.imdb.com/title/tt0115759/
96,In the Bleak Midwinter (1995),Comedy|Drama,https://www.imdb.com/title/tt0113403/
97,"Hate (Haine, La) (1995)",Crime|Drama,https://www.imdb.com/title/tt0113247/
98,Shopping (1994),Action|Thriller,https://www.imdb.com/title/tt0111173/
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,https://www.imdb.com/title/tt0113283/
100,City Hall (1996),Drama|Thriller,https://www.imdb.com/title/tt0115907/
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,https://www.imdb.com/title/tt0115734/
102,Mr. Wrong (1996),Comedy,https://www.imdb.com/title/tt0117102/
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,https://www.imdb.com/title/tt0118040/
104,Happy Gilmore (1996),Comedy,https://www.imdb.com/title/tt0116483/
105,"Bridges of Madison County, The (1995)",Drama|Romance,https://www.imdb.com/title/tt0112579/
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,https://www.imdb.com/title/tt0110251/
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,https://www.imdb.com/title/tt0117110/
108,Catwalk (1996),Documentary,https://www.imdb.com/title/tt0112646/
109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,https://www.imdb.com/title/tt0113276/
110,Braveheart (1995),Action|Drama|War,https://www.imdb.com/title/tt0112573/
111,Taxi Driver (1976),Crime|Drama|Thriller,https://www.imdb.com/title/tt0075314/
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,https://www.imdb.com/title/tt0113326/
113,Before and After (1996),Drama|Mystery,https://www.imdb.com/title/tt0115645/
114,Margaret's Museum (1995),Drama,https://www.imdb.com/title/tt0113774/
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,https://www.imdb.com/title/tt0112556/
116,Anne Frank Remembered (1995),Documentary,https://www.imdb.com/title/tt0112373/
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,https://www.imdb.com/title/tt0115033/
118,If Lucy Fell (1996),Comedy|Romance,https://www.imdb.com/title/tt0116606/
119,"Steal Big, Steal Little (1995)",Comedy,https://www.imdb.com/title/tt0114536/
120,Race the Sun (1996),Adventure|Comedy|Drama,https://www.imdb.com/title/tt0117427/
121,"Boys of St. Vincent, The (1992)",Drama,https://www.imdb.com/title/tt0106473/
122,Boomerang (1992),Comedy|Romance,https://www.imdb.com/title/tt0103859/
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,https://www.imdb.com/title/tt0109424/
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,https://www.imdb.com/title/tt0114808/
125,Flirting With Disaster (1996),Comedy,https://www.imdb.com/title/tt0116324/
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,https://www.imdb.com/title/tt0110647/
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,https://www.imdb.com/title/tt0111055/
128,Jupiter's Wife (1994),Documentary,https://www.imdb.com/title/tt0110217/
129,Pie in the Sky (1996),Comedy|Romance,https://www.imdb.com/title/tt0114131/
130,Angela (1995),Drama,https://www.imdb.com/title/tt0112364/
131,Frankie Starlight (1995),Drama|Romance,https://www.imdb.com/title/tt0113107/
132,Jade (1995),Thriller,https://www.imdb.com/title/tt0113451/
133,Nueba Yol (1995),Comedy|Drama,https://www.imdb.com/title/tt0114015/
134,Sonic Outlaws (1995),Documentary,https://www.imdb.com/title/tt0114500/
135,Down Periscope (1996),Comedy,https://www.imdb.com/title/tt0116130/
136,From the Journals of Jean Seberg (1995),Documentary,https://www.imdb.com/title/tt0113125/
137,Man of the Year (1995),Documentary,https://www.imdb.com/title/tt0113756/
138,"Neon Bible, The (1995)",Drama,https://www.imdb.com/title/tt0113952/
139,Target (1995),Action|Drama,https://www.imdb.com/title/tt0114618/
140,Up Close and Personal (1996),Drama|Romance,https://www.imdb.com/title/tt0118055/
141,"Birdcage, The (1996)",Comedy,https://www.imdb.com/title/tt0115685/
142,Shadows (Cienie) (1988),Drama,https://www.imdb.com/title/tt0094878/
143,Gospa (1995),Drama,https://www.imdb.com/title/tt0113200/
144,"Brothers McMullen, The (1995)",Comedy,https://www.imdb.com/title/tt0112585/
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,https://www.imdb.com/title/tt0112442/
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,https://www.imdb.com/title/tt0112342/
147,"Basketball Diaries, The (1995)",Drama,https://www.imdb.com/title/tt0112461/
148,"Awfully Big Adventure, An (1995)",Drama,https://www.imdb.com/title/tt0112427/
149,Amateur (1994),Crime|Drama|Thriller,https://www.imdb.com/title/tt0109093/
150,Apollo 13 (1995),Adventure|Drama|IMAX,https://www.imdb.com/title/tt0112384/
151,Rob Roy (1995),Action|Drama|Romance|War,https://www.imdb.com/title/tt0114287/
152,"Addiction, The (1995)",Drama|Horror,https://www.imdb.com/title/tt0112288/
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,https://www.imdb.com/title/tt0112462/
154,Beauty of the Day (Belle de jour) (1967),Drama,https://www.imdb.com/title/tt0061395/
155,Beyond Rangoon (1995),Adventure|Drama|War,https://www.imdb.com/title/tt0112495/
156,Blue in the Face (1995),Comedy|Drama,https://www.imdb.com/title/tt0112541/
157,Canadian Bacon (1995),Comedy|War,https://www.imdb.com/title/tt0109370/
158,Casper (1995),Adventure|Children,https://www.imdb.com/title/tt0112642/
159,Clockers (1995),Crime|Drama|Mystery,https://www.imdb.com/title/tt0112688/
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,https://www.imdb.com/title/tt0112715/
161,Crimson Tide (1995),Drama|Thriller|War,https://www.imdb.com/title/tt0112740/
162,Crumb (1994),Documentary,https://www.imdb.com/title/tt0109508/
163,Desperado (1995),Action|Romance|Western,https://www.imdb.com/title/tt0112851/
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,https://www.imdb.com/title/tt0112857/
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,https://www.imdb.com/title/tt0112864/
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,https://www.imdb.com/title/tt0112887/
167,Feast of July (1995),Drama,https://www.imdb.com/title/tt0113044/
168,First Knight (1995),Action|Drama|Romance,https://www.imdb.com/title/tt0113071/
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,https://www.imdb.com/title/tt0113114/
170,Hackers (1995),Action|Adventure|Crime|Thriller,https://www.imdb.com/title/tt0113243/
171,Jeffrey (1995),Comedy|Drama,https://www.imdb.com/title/tt0113464/
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,https://www.imdb.com/title/tt0113481/
173,Judge Dredd (1995),Action|Crime|Sci-Fi,https://www.imdb.com/title/tt0113492/
174,Jury Duty (1995),Comedy,https://www.imdb.com/title/tt0113500/
175,Kids (1995),Drama,https://www.imdb.com/title/tt0113540/
176,Living in Oblivion (1995),Comedy,https://www.imdb.com/title/tt0113677/
177,Lord of Illusions (1995),Horror,https://www.imdb.com/title/tt0113690/
178,Love & Human Remains (1993),Comedy|Drama,https://www.imdb.com/title/tt0107447/
179,Mad Love (1995),Drama|Romance,https://www.imdb.com/title/tt0113729/
180,Mallrats (1995),Comedy|Romance,https://www.imdb.com/title/tt0113749/
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,https://www.imdb.com/title/tt0113820/
182,Moonlight and Valentino (1995),Drama|Romance,https://www.imdb.com/title/tt0113851/
183,Mute Witness (1994),Comedy|Horror|Thriller,https://www.imdb.com/title/tt0110604/
184,Nadja (1994),Drama,https://www.imdb.com/title/tt0110620/
185,"Net, The (1995)",Action|Crime|Thriller,https://www.imdb.com/title/tt0113957/
186,Nine Months (1995),Comedy|Romance,https://www.imdb.com/title/tt0113986/
187,Party Girl (1995),Comedy,https://www.imdb.com/title/tt0114095/
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,https://www.imdb.com/title/tt0114194/
189,Reckless (1995),Comedy|Fantasy,https://www.imdb.com/title/tt0114241/
190,Safe (1995),Thriller,https://www.imdb.com/title/tt0114323/
191,"Scarlet Letter, The (1995)",Drama|Romance,https://www.imdb.com/title/tt0114345/
192,The Show (1995),Documentary,https://www.imdb.com/title/tt0114435/
193,Showgirls (1995),Drama,https://www.imdb.com/title/tt0114436/
194,Smoke (1995),Comedy|Drama,https://www.imdb.com/title/tt0114478/
195,Something to Talk About (1995),Comedy|Drama|Romance,https://www.imdb.com/title/tt0114496/
196,Species (1995),Horror|Sci-Fi,https://www.imdb.com/title/tt0114508/
197,"Stars Fell on Henrietta, The (1995)",Drama,https://www.imdb.com/title/tt0114534/
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,https://www.imdb.com/title/tt0114558/
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,https://www.imdb.com/title/tt0058450/
200,"Tie That Binds, The (1995)",Thriller,https://www.imdb.com/title/tt0114666/
201,Three Wishes (1995),Drama|Fantasy,https://www.imdb.com/title/tt0114663/
202,Total Eclipse (1995),Drama|Romance,https://www.imdb.com/title/tt0114702/
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,https://www.imdb.com/title/tt0114682/
204,Under Siege 2: Dark Territory (1995),Action,https://www.imdb.com/title/tt0114781/
205,Unstrung Heroes (1995),Comedy|Drama,https://www.imdb.com/title/tt0114798/
206,Unzipped (1995),Documentary,https://www.imdb.com/title/tt0114805/
207,"Walk in the Clouds, A (1995)",Drama|Romance,https://www.imdb.com/title/tt0114887/
208,Waterworld (1995),Action|Adventure|Sci-Fi,https://www.imdb.com/title/tt0114898/
209,White Man's Burden (1995),Drama,https://www.imdb.com/title/tt0114928/
210,Wild Bill (1995),Western,https://www.imdb.com/title/tt0114938/
211,"Browning Version, The (1994)",Drama,https://www.imdb.com/title/tt0109340/
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,https://www.imdb.com/title/tt0112602/
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,https://www.imdb.com/title/tt0111579/
214,Before the Rain (Pred dozhdot) (1994),Drama|War,https://www.imdb.com/title/tt0110882/
215,Before Sunrise (1995),Drama|Romance,https://www.imdb.com/title/tt0112471/
216,Billy Madison (1995),Comedy,https://www.imdb.com/title/tt0112508/
217,"Babysitter, The (1995)",Drama|Thriller,https://www.imdb.com/title/tt0112438/
218,Boys on the Side (1995),Comedy|Drama,https://www.imdb.com/title/tt0112571/
219,"Cure, The (1995)",Drama,https://www.imdb.com/title/tt0112757/
220,Castle Freak (1995),Horror,https://www.imdb.com/title/tt0112643/
222,Circle of Friends (1995),Drama|Romance,https://www.imdb.com/title/tt0112679/
223,Clerks (1994),Comedy,https://www.imdb.com/title/tt0109445/
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,https://www.imdb.com/title/tt0112883/
225,Disclosure (1994),Drama|Thriller,https://www.imdb.com/title/tt0109635/
226,Dream Man (1995),Thriller,https://www.imdb.com/title/tt0112899/
227,Drop Zone (1994),Action|Thriller,https://www.imdb.com/title/tt0109676/
228,Destiny Turns on the Radio (1995),Comedy,https://www.imdb.com/title/tt0112854/
229,Death and the Maiden (1994),Drama|Thriller,https://www.imdb.com/title/tt0109579/
230,Dolores Claiborne (1995),Drama|Thriller,https://www.imdb.com/title/tt0109642/
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,https://www.imdb.com/title/tt0109686/
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,https://www.imdb.com/title/tt0111797/
233,Exotica (1994),Drama,https://www.imdb.com/title/tt0109759/
234,Exit to Eden (1994),Comedy,https://www.imdb.com/title/tt0109758/
235,Ed Wood (1994),Comedy|Drama,https://www.imdb.com/title/tt0109707/
236,French Kiss (1995),Action|Comedy|Romance,https://www.imdb.com/title/tt0113117/
237,Forget Paris (1995),Comedy|Romance,https://www.imdb.com/title/tt0113097/
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,https://www.imdb.com/title/tt0113028/
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,https://www.imdb.com/title/tt0113198/
240,Hideaway (1995),Thriller,https://www.imdb.com/title/tt0113303/
241,Fluke (1995),Children|Drama,https://www.imdb.com/title/tt0113089/
242,Farinelli: il castrato (1994),Drama|Musical,https://www.imdb.com/title/tt0109771/
243,Gordy (1995),Children|Comedy|Fantasy,https://www.imdb.com/title/tt0113199/
244,Gumby: The Movie (1995),Animation|Children,https://www.imdb.com/title/tt0113234/
245,The Glass Shield (1994),Crime|Drama,https://www.imdb.com/title/tt0109906/
246,Hoop Dreams (1994),Documentary,https://www.imdb.com/title/tt0110057/
247,Heavenly Creatures (1994),Crime|Drama,https://www.imdb.com/title/tt0110005/
248,Houseguest (1994),Comedy,https://www.imdb.com/title/tt0110066/
249,Immortal Beloved (1994),Drama|Romance,https://www.imdb.com/title/tt0110116/
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,https://www.imdb.com/title/tt0110006/
251,"Hunted, The (1995)",Action,https://www.imdb.com/title/tt0113360/
252,I.Q. (1994),Comedy|Romance,https://www.imdb.com/title/tt0110099/
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,https://www.imdb.com/title/tt0110148/
254,Jefferson in Paris (1995),Drama,https://www.imdb.com/title/tt0113463/
255,"Jerky Boys, The (1995)",Comedy,https://www.imdb.com/title/tt0110189/
256,Junior (1994),Comedy|Sci-Fi,https://www.imdb.com/title/tt0110216/
257,Just Cause (1995),Mystery|Thriller,https://www.imdb.com/title/tt0113501/
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,https://www.imdb.com/title/tt0113538/
259,Kiss of Death (1995),Crime|Drama|Thriller,https://www.imdb.com/title/tt0113552/
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,https://www.imdb.com/title/tt0076759/
261,Little Women (1994),Drama,https://www.imdb.com/title/tt0110367/
262,"Little Princess, A (1995)",Children|Drama,https://www.imdb.com/title/tt0113670/
263,Ladybird Ladybird (1994),Drama,https://www.imdb.com/title/tt0110296/
264,"Enfer, L' (1994)",Drama,https://www.imdb.com/title/tt0109731/
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,https://www.imdb.com/title/tt0103994/
266,Legends of the Fall (1994),Drama|Romance|War|Western,https://www.imdb.com/title/tt0110322/
267,Major Payne (1995),Comedy,https://www.imdb.com/title/tt0110443/
268,Little Odessa (1994),Crime|Drama,https://www.imdb.com/title/tt0110365/
269,My Crazy Life (Mi vida loca) (1993),Drama,https://www.imdb.com/title/tt0107566/
270,Love Affair (1994),Drama|Romance,https://www.imdb.com/title/tt0110391/
271,Losing Isaiah (1995),Drama,https://www.imdb.com/title/tt0113691/
272,"Madness of King George, The (1994)",Comedy|Drama,https://www.imdb.com/title/tt0110428/
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,https://www.imdb.com/title/tt0109836/
274,Man of the House (1995),Comedy,https://www.imdb.com/title/tt0113755/
275,Mixed Nuts (1994),Comedy,https://www.imdb.com/title/tt0110538/
276,Milk Money (1994),Comedy|Romance,https://www.imdb.com/title/tt0110516/
277,Miracle on 34th Street (1994),Drama,https://www.imdb.com/title/tt0110527/
278,Miami Rhapsody (1995),Comedy,https://www.imdb.com/title/tt0113808/
279,My Family (1995),Drama,https://www.imdb.com/title/tt0113896/
280,Murder in the First (1995),Drama|Thriller,https://www.imdb.com/title/tt0113870/
281,Nobody's Fool (1994),Comedy|Drama|Romance,https://www.imdb.com/title/tt0110684/
282,Nell (1994),Drama,https://www.imdb.com/title/tt0110638/
283,New Jersey Drive (1995),Crime|Drama,https://www.imdb.com/title/tt0113967/
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,https://www.imdb.com/title/tt0117169/
285,Beyond Bedlam (1993),Drama|Horror,https://www.imdb.com/title/tt0106402/
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,https://www.imdb.com/title/tt0113948/
287,Nina Takes a Lover (1994),Comedy|Romance,https://www.imdb.com/title/tt0110671/
288,Natural Born Killers (1994),Action|Crime|Thriller,https://www.imdb.com/title/tt0110632/
289,Only You (1994),Comedy|Romance,https://www.imdb.com/title/tt0110737/
290,Once Were Warriors (1994),Crime|Drama,https://www.imdb.com/title/tt0110729/
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,https://www.imdb.com/title/tt0114069/
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,https://www.imdb.com/title/tt0110413/
294,"Perez Family, The (1995)",Comedy|Romance,https://www.imdb.com/title/tt0114113/
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,https://www.imdb.com/title/tt0114210/
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,https://www.imdb.com/title/tt0110912/
297,Panther (1995),Drama,https://www.imdb.com/title/tt0114084/
298,Pushing Hands (Tui shou) (1992),Drama,https://www.imdb.com/title/tt0105652/
299,Priest (1994),Drama,https://www.imdb.com/title/tt0110889/
300,Quiz Show (1994),Drama,https://www.imdb.com/title/tt0110932/
301,Picture Bride (Bijo photo) (1994),Drama|Romance,https://www.imdb.com/title/tt0114129/
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,https://www.imdb.com/title/tt0110963/
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,https://www.imdb.com/title/tt0114214/
304,Roommates (1995),Comedy|Drama,https://www.imdb.com/title/tt0114296/
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,https://www.imdb.com/title/tt0110907/
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,https://www.imdb.com/title/tt0111495/
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,https://www.imdb.com/title/tt0108394/
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,https://www.imdb.com/title/tt0111507/
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,https://www.imdb.com/title/tt0110769/
310,Rent-a-Kid (1995),Comedy,https://www.imdb.com/title/tt0114268/
311,Relative Fear (1994),Horror|Thriller,https://www.imdb.com/title/tt0110965/
312,Stuart Saves His Family (1995),Comedy,https://www.imdb.com/title/tt0114571/
313,"Swan Princess, The (1994)",Animation|Children,https://www.imdb.com/title/tt0111333/
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,https://www.imdb.com/title/tt0111112/
315,"Specialist, The (1994)",Action|Drama|Thriller,https://www.imdb.com/title/tt0111255/
316,Stargate (1994),Action|Adventure|Sci-Fi,https://www.imdb.com/title/tt0111282/
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,https://www.imdb.com/title/tt0111070/
318,"Shawshank Redemption, The (1994)",Crime|Drama,https://www.imdb.com/title/tt0111161/
319,Shallow Grave (1994),Comedy|Drama|Thriller,https://www.imdb.com/title/tt0111149/
320,Suture (1993),Film-Noir|Thriller,https://www.imdb.com/title/tt0108260/
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,https://www.imdb.com/title/tt0106966/
322,Swimming with Sharks (1995),Comedy|Drama,https://www.imdb.com/title/tt0114594/
324,"Sum of Us, The (1994)",Comedy|Drama,https://www.imdb.com/title/tt0111309/
325,National Lampoon's Senior Trip (1995),Comedy,https://www.imdb.com/title/tt0113936/
326,To Live (Huozhe) (1994),Drama,https://www.imdb.com/title/tt0110081/
